Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
DL,13244,15304,34,27
DL,14747,12478,6,14
DL,10397,13871,16,11
DL,13871,10397,13,14
DL,13930,10397,3,22
DL,14107,10397,-5,-6
DL,12953,10397,16,6
DL,13487,10721,-5,2
DL,13495,10397,0,-9
DL,12892,14492,30,2
DL,15304,13244,-4,-2
DL,11433,14635,-6,-3
DL,14771,11433,-3,-7
DL,11433,14869,1,-2
DL,14679,12478,-5,12
DL,12478,14679,-5,-24
DL,13487,10721,1,5
DL,10721,13487,55,46
DL,14908,13487,-2,8
DL,12892,12478,-5,12
DL,12478,12892,-5,-15
DL,13244,11433,-6,-27
DL,10721,12478,-7,-16
DL,13487,10721,-7,-6
DL,14869,14747,0,-5
DL,13303,12953,26,34
DL,13871,10397,0,-1
DL,12339,12892,7,4
DL,11433,14635,12,31
DL,10397,14730,-1,4
DL,14730,10397,0,10
DL,11433,13487,-1,-9
DL,13487,11433,28,36
DL,12892,13204,-4,-19
DL,12953,11292,4,-12
DL,10397,14730,11,-9
DL,10397,12953,12,51
DL,13487,11433,4,-2
DL,10397,13487,13,-10
DL,10397,14492,0,38
DL,15304,12478,-7,-18
DL,13303,10397,-1,2
DL,15304,11433,-5,-16
DL,10397,13204,0,-12
DL,11193,10721,-4,-14
DL,13487,14107,18,-1
DL,11433,10721,-3,-12
DL,13487,10397,-4,-4
DL,10397,14492,63,135
DL,14771,13487,340,325
DL,13487,13930,-3,6
DL,13930,13487,14,-4
DL,11697,11193,-9,-22
DL,11193,11697,-4,-4
DL,11697,11193,-1,-12
DL,10397,11298,-2,3
DL,11298,10397,-7,-17
DL,13487,12889,5,-16
DL,10821,14869,0,-2
DL,12953,11292,4,-8
DL,12889,11433,-5,6
DL,13487,10821,20,18
DL,12892,13198,-11,-10
DL,13487,13342,69,78
DL,13342,13487,82,70
DL,14869,14908,-7,-15
DL,14908,14869,-6,-10
DL,13487,13303,-3,3
DL,13204,10397,4,2
DL,10397,11618,39,27
DL,11618,10397,37,46
DL,13487,13342,3,5
DL,13342,13487,4,-6
DL,11292,12953,42,46
DL,14869,14893,17,37
DL,12953,11697,-5,14
DL,13487,13342,0,0
DL,13342,13487,0,0
DL,14869,14908,-6,-13
DL,12892,15304,16,5
DL,10397,11618,69,76
DL,11618,10397,86,91
DL,10397,11193,0,-7
DL,10397,14683,10,19
DL,14683,10397,100,84
DL,10397,11278,20,16
DL,11278,10397,0,8
DL,10397,13198,-3,16
DL,13198,10397,-2,-8
DL,11433,13487,-3,-14
DL,13487,11433,-3,-12
DL,12953,10397,197,251
DL,10397,14100,-2,-21
DL,14100,10397,-3,-11
DL,12478,10397,217,213
DL,14869,14057,-3,-13
DL,14057,14869,-8,-15
DL,10397,14683,30,34
DL,11697,12953,62,36
DL,12892,10693,-2,-13
DL,13487,13198,-1,-14
DL,13198,13487,-6,-14
DL,12339,10397,38,45
DL,11433,12266,29,41
DL,12892,12339,-2,-19
DL,12478,12892,73,92
DL,14869,13487,-5,-6
DL,12266,11433,-5,-32
DL,13487,11298,15,6
DL,14747,10397,-3,-12
DL,15304,10397,-2,-7
DL,13487,14635,-2,18
DL,14635,13487,14,16
DL,12953,14122,9,18
DL,13930,10397,2,18
DL,14679,14869,-9,2
DL,14869,13244,-5,8
DL,12892,13495,-2,-19
DL,14122,12953,-2,-14
DL,10397,14869,-1,-8
DL,13495,12892,23,27
DL,12478,10721,0,11
DL,10397,12953,75,118
DL,14100,14869,-1,-26
DL,14869,14100,-2,-8
DL,13204,11193,0,18
DL,14869,13487,-1,-7
DL,13487,14057,-3,-2
DL,14057,13487,-5,-4
DL,14635,13487,-5,-25
DL,14869,13487,-5,-7
DL,12451,10397,-6,-1
DL,13487,14107,70,42
DL,10721,10397,-6,10
DL,14869,12478,86,73
DL,10397,10821,-1,32
DL,10821,10397,19,25
DL,10397,13931,18,108
DL,11433,11057,92,132
DL,11057,11433,116,107
DL,14107,11433,-5,-14
DL,10397,13198,-2,-6
DL,13198,10397,-2,-16
DL,13244,10397,0,-9
DL,10397,13303,15,0
DL,13303,10397,-3,-8
DL,10397,13303,48,26
DL,13303,10397,19,29
DL,10397,13495,27,34
DL,13495,10397,32,36
DL,12451,10397,3,-12
DL,13487,11278,61,74
DL,12478,14771,-4,-48
DL,14771,10397,-3,-4
DL,10397,10423,0,6
DL,10423,10397,13,8
DL,11433,15016,18,17
DL,10397,14683,13,13
DL,14683,10397,3,-15
DL,15304,10397,1,-15
DL,10397,13303,48,41
DL,10397,13342,-2,-29
DL,13342,10397,-2,-11
DL,15304,12953,52,39
DL,13204,12953,18,10
DL,10397,11057,0,12
DL,11057,10397,-4,-7
DL,12953,11697,-4,3
DL,14771,10397,-1,-12
DL,11193,10397,-3,16
DL,14869,11433,-1,-5
DL,14869,12889,-4,-15
DL,12266,10397,-1,2
DL,12953,13204,-2,-29
DL,10397,12953,1,34
DL,13487,14679,43,19
DL,12889,13244,-5,-21
DL,10721,11433,-4,-12
DL,11298,10397,0,4
DL,10397,15304,9,-1
DL,15304,10397,8,11
DL,11433,15304,-1,17
DL,15304,11433,20,11
DL,11433,10397,-1,53
DL,10397,14100,-3,-7
DL,14100,10397,-1,6
DL,13244,11433,145,156
DL,10397,12339,71,59
DL,10397,10693,17,6
DL,10693,10397,4,6
DL,10397,10721,11,33
DL,10721,10397,-3,-1
DL,12953,14027,8,-19
DL,14027,12953,26,-1
DL,11697,11433,-6,-19
DL,11433,13204,4,26
DL,13204,11433,12,30
DL,10397,10821,27,21
DL,13244,10397,-4,19
DL,11433,13930,-5,13
DL,14869,14679,-3,-13
DL,10397,11298,20,20
DL,11298,10397,20,2
DL,10397,11298,34,26
DL,14869,10397,-3,-2
DL,10397,14107,35,34
DL,11292,10397,43,35
DL,11433,12889,0,-17
DL,14908,10397,-4,-6
DL,12953,13487,-3,-17
DL,11433,14107,-5,-25
DL,14107,11433,-5,-12
DL,10397,15304,36,52
DL,15304,10397,40,34
DL,10721,11433,-8,-3
DL,10397,10821,54,57
DL,10397,10821,-3,14
DL,10821,10397,15,32
DL,10397,13198,69,58
DL,11697,10397,4,-9
DL,13204,11433,-2,-16
DL,14747,10397,0,-7
DL,11433,14027,24,46
DL,14027,11433,52,24
DL,12451,10397,-2,-3
DL,11193,12892,8,-19
DL,12953,15304,12,-6
DL,10397,13495,12,15
DL,10821,11433,-6,-12
DL,10397,11278,175,315
DL,11278,10397,139,166
DL,14771,12478,-9,-17
DL,11193,14107,21,33
DL,10397,11618,57,36
DL,11618,10397,33,32
DL,13487,14747,3,-13
DL,11433,11278,-5,-10
DL,11278,11433,-5,-22
DL,11433,10721,0,-10
DL,12953,10397,16,22
DL,11433,12953,4,-1
DL,10397,13303,22,11
DL,14869,11433,40,33
DL,10397,13303,8,2
DL,13303,10397,3,-2
DL,11298,10397,-6,-6
DL,10397,11193,49,37
DL,14869,14747,-1,-2
DL,13204,12478,-1,-3
DL,12478,13204,-4,6
DL,13487,13198,-3,9
DL,13198,13487,7,-4
DL,14524,10397,-1,-12
DL,11278,13487,14,-15
DL,10397,13930,18,0
DL,13930,10397,14,43
DL,11298,10397,-3,5
DL,12892,13487,-1,-12
DL,10397,13495,-3,13
DL,13495,10397,35,43
DL,10423,12478,-4,-8
DL,10397,13303,15,4
DL,13244,10397,11,19
DL,13487,10397,1,25
DL,13204,12953,0,9
DL,10397,13930,34,12
DL,13930,10397,49,37
DL,10397,14524,21,27
DL,13487,13204,-1,0
DL,13204,13487,-1,-25
DL,12953,13303,35,11
DL,10423,10397,-2,-12
DL,10397,12953,20,17
DL,13487,15016,11,0
DL,11433,14771,-2,-24
DL,14771,11433,-8,-25
DL,11433,11057,28,50
DL,13487,10397,4,31
DL,13487,13204,1,-3
DL,14635,11433,-1,-14
DL,14107,12478,4,9
DL,11042,10397,-2,8
DL,13487,12953,37,45
DL,10693,12892,0,-13
DL,11298,13487,28,17
DL,13204,13244,25,13
DL,14869,14570,2,1
DL,11193,14747,-3,-6
DL,14747,11193,-5,-24
DL,12953,13303,-6,-17
DL,13303,12953,12,5
DL,12892,14869,0,-4
DL,13495,12953,25,9
DL,11433,10397,4,5
DL,11292,13487,15,10
DL,13487,11292,60,45
DL,10397,11298,0,6
DL,11298,10397,6,3
DL,10397,11193,-4,-17
DL,10397,13930,0,-18
DL,14869,10721,-2,-4
DL,10397,11292,-3,-13
DL,11292,10397,-7,-20
DL,13930,11433,-2,-8
DL,13204,10397,-1,10
DL,12953,13487,4,-28
DL,13244,12892,0,6
DL,12892,13244,-2,-16
DL,11433,14107,-3,-12
DL,10397,10821,117,128
DL,10397,10821,5,-7
DL,10821,10397,-4,-1
DL,10397,11697,0,-1
DL,11697,10397,0,10
DL,11433,13204,-1,8
DL,13204,11433,3,-13
DL,13487,14869,-4,-19
DL,11433,13244,103,111
DL,10397,13232,72,78
DL,13232,10397,127,145
DL,12889,12478,-6,20
DL,10397,13487,50,27
DL,10397,13342,63,55
DL,13342,10397,61,65
DL,13487,14831,-4,-23
DL,11278,10397,9,7
DL,14771,12478,-5,-11
DL,11193,15304,-4,6
DL,15304,11193,1,-15
DL,10397,11618,32,10
DL,11618,10397,22,45
DL,12478,10397,9,21
DL,12953,13303,14,12
DL,13303,12953,33,19
DL,11278,11433,73,63
DL,10397,14107,0,-17
DL,14107,10397,-1,4
DL,12953,10397,-5,-7
DL,11433,12953,-5,0
DL,10397,14771,-2,-12
DL,10397,12478,32,24
DL,13487,12889,0,-14
DL,10397,11057,25,31
DL,11298,14869,7,13
DL,10397,12892,-1,-18
DL,13204,12478,-7,-7
DL,10397,14747,-2,-29
DL,14100,10397,21,26
DL,13871,13487,-3,-9
DL,11278,13487,55,52
DL,10397,14730,17,4
DL,14730,10397,-1,-4
DL,14122,10397,-3,-1
DL,10397,10423,11,18
DL,10423,10397,7,-10
DL,11066,10397,987,988
DL,10397,13204,12,17
DL,13204,10397,4,12
DL,14869,14107,-1,-12
DL,14107,14869,-6,9
DL,10397,13303,43,90
DL,13303,10397,85,93
DL,11433,14635,-2,0
DL,14635,11433,-10,-1
DL,10397,13198,-2,9
DL,13198,10397,5,3
DL,13204,12953,-8,9
DL,14869,14570,0,-5
DL,14570,14869,-5,-8
DL,14869,14679,-1,-9
DL,14679,14869,1,8
DL,14869,14107,7,-7
DL,14570,14869,-4,2
DL,11433,13244,-7,0
DL,10397,12953,23,21
DL,14492,12892,12,-22
DL,15016,14869,-1,-13
DL,13487,14908,-2,-10
DL,14057,13487,-6,-12
DL,10397,15304,7,47
DL,15304,11433,12,-16
DL,13487,14908,-3,-24
DL,10397,14100,-3,28
DL,10397,13931,15,7
DL,13487,12953,98,91
DL,13487,14908,5,-10
DL,13303,12953,14,10
DL,13244,13204,3,-7
DL,10397,10721,-1,-15
DL,10721,10397,7,12
DL,11193,13204,-4,3
DL,10397,12264,49,91
DL,13487,14771,8,10
DL,14771,13487,60,39
DL,13487,13930,-2,-5
DL,13487,11292,65,55
DL,11292,13487,54,58
DL,13487,11292,5,7
DL,10397,11298,-4,37
DL,11298,10397,36,41
DL,12264,10397,-2,11
DL,10397,13930,24,14
DL,13487,10140,-1,-12
DL,10140,13487,-2,-7
DL,13830,12892,164,167
DL,12892,13487,8,10
DL,13204,10397,1,-5
DL,12953,13487,1,-30
DL,10397,13232,1,-14
DL,13232,10397,-5,9
DL,11433,14107,-4,-7
DL,10397,14122,-2,-17
DL,14122,10397,-16,-6
DL,14107,12478,5,-8
DL,13495,10397,39,46
DL,10397,10821,36,67
DL,10821,10397,70,73
DL,11697,10397,8,-4
DL,11433,13204,15,26
DL,13204,11433,18,-8
DL,12953,11433,42,30
DL,10397,14683,-1,16
DL,14683,10397,21,10
DL,10397,11057,23,52
DL,11057,10397,54,63
DL,15304,12953,-1,-5
DL,10821,11433,-5,-10
