Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
AA,11298,13930,26,89
AA,11298,13930,0,-21
AA,11298,13930,-4,-25
AA,11298,13930,2,-26
AA,11298,13930,183,195
AA,11298,13930,-1,-18
AA,11298,13930,3,-14
AA,11298,13930,-1,-20
AA,11298,13930,-2,-21
AA,11298,13930,4,-16
AA,11298,13930,46,49
AA,11298,13930,168,146
AA,11298,13930,-2,-27
AA,11298,13930,8,-11
AA,11298,13930,26,6
AA,11298,13930,13,-14
AA,11298,13930,16,29
AA,11298,13930,24,24
AA,11298,13930,4,-4
AA,11298,13930,1,-31
AA,11298,13930,1,-24
AA,11298,13930,131,110
AA,11298,13930,180,166
AA,11298,13930,112,101
AA,11298,13930,30,52
AA,11298,13930,6,-8
AA,11298,13930,8,-18
AA,11298,13930,7,-9
AA,11298,13930,24,12
AA,11298,13930,14,-16
AA,11298,13930,14,-14
AA,11298,13930,7,65
AA,11298,13930,22,0
AA,11298,13930,3,-22
AA,11298,13930,26,-3
AA,11298,13930,155,163
AA,11298,13930,4,-11
AA,11298,13930,-1,-17
AA,11298,13930,-8,-22
AA,11298,13930,1,-27
AA,11298,13930,9,1
AA,11298,13930,43,18
AA,11298,13930,5,-15
AA,11298,13930,9,-15
AA,11298,13930,4,-23
AA,11298,13930,22,8
AA,11298,13930,81,69
AA,11298,13930,6,-12
AA,11298,13930,0,-18
AA,11298,13930,5,-16
AA,11298,13930,0,0
AA,11298,13930,56,38
AA,11298,13930,41,23
AA,11298,13930,41,33
AA,11298,13930,-1,-24
AA,11298,13930,25,36
AA,11298,13930,23,24
AA,11298,13930,0,-15
AA,11298,13930,0,0
AA,11298,13930,16,17
AA,11298,13930,0,-16
AA,11298,13930,4,-20
AA,11298,13930,172,170
AA,11298,13930,-2,-7
AA,11298,13930,-3,-8
AA,11298,13930,-1,-13
AA,11298,13930,-3,-10
AA,11298,13930,-4,-19
AA,11298,13930,3,11
AA,11298,13930,85,95
AA,11298,13930,73,49
AA,11298,13930,1,-17
AA,11298,13930,0,-16
AA,11298,13930,10,-18
AA,11298,13930,16,13
AA,11298,13930,1,-15
AA,11298,13930,14,-9
AA,11298,13930,1,-23
AA,11298,13930,-4,-30
AA,11298,13930,1,-2
AA,11298,13930,0,0
AA,11298,13930,193,185
AA,11298,13930,9,2
AA,11298,13930,13,21
AA,11298,13930,27,20
AA,11298,13930,-1,14
AA,11298,13930,15,27
AA,11298,13930,6,-11
AA,11298,13930,44,12
AA,11298,13930,120,158
AA,11298,13930,26,5
AA,11298,13930,1,-22
AA,11298,13930,-2,-26
AA,11298,13930,146,133
AA,11298,13930,5,-3
AA,11298,13930,1,-11
AA,11298,13930,-5,-17
AA,11298,13930,2,-15
AA,11298,13930,-3,-21
AA,11298,13930,4,-20
AA,11298,13930,11,-1
AA,11298,13930,1,-28
AA,11298,13930,7,-7
AA,11298,13930,25,4
AA,11298,13930,8,-14
AA,11298,13930,3,-6
AA,11298,13930,26,38
AA,11298,13930,33,16
AA,11298,13930,-2,-27
AA,11298,13930,29,41
AA,11298,13930,3,-3
AA,11298,13930,96,76
AA,11298,13930,62,56
AA,11298,13930,6,-9
AA,11298,13930,4,-4
AA,11298,13930,79,59
AA,11298,13930,-4,-19
AA,11298,13930,7,40
AA,11298,13930,26,125
AA,11298,13930,130,121
AA,11298,13930,0,0
AA,11298,13930,7,28
AA,11298,13930,99,85
AA,11298,13930,16,-9
AA,11298,13930,156,140
AA,11298,13930,-3,-12
AA,11298,13930,-1,-14
AA,11298,13930,17,-3
AA,11298,13930,-2,-22
AA,11298,13930,36,10
AA,11298,13930,22,22
AA,11298,13930,4,-12
AA,11298,13930,6,-6
AA,11298,13930,26,10
AA,11298,13930,11,22
AA,11298,13930,1,-13
AA,11298,13930,2,-20
AA,11298,13930,18,-3
AA,11298,13930,-3,-29
AA,11298,13930,-1,-4
AA,11298,13930,3,13
AA,11298,13930,61,45
AA,11298,13930,224,245
AA,11298,13930,8,-11
AA,11298,13930,51,60
AA,11298,13930,90,96
AA,11298,13930,89,95
AA,11298,13930,166,171
AA,11298,13930,-1,-8
AA,11298,13930,23,-2
AA,11298,13930,136,124
AA,11298,13930,12,15
AA,11298,13930,3,-9
AA,11298,13930,62,54
AA,11298,13930,-5,-5
AA,11298,13930,0,-14
AA,11298,13930,45,35
AA,11298,13930,39,32
AA,11298,13930,1,-14
AA,11298,13930,23,12
AA,11298,13930,-1,-13
AA,11298,13930,31,8
AA,11298,13930,40,115
AA,11298,13930,13,1
AA,11298,13930,18,3
AA,11298,13930,10,-9
AA,11298,13930,1,-7
AA,11298,13930,33,39
AA,11298,13930,30,21
AA,11298,13930,157,153
AA,11298,13930,7,4
AA,11298,13930,163,201
AA,11298,13930,75,57
AA,11298,13930,6,-1
AA,11298,13930,12,26
AA,11298,13930,-1,6
AA,11298,13930,0,0
AA,11298,13930,268,251
AA,11298,13930,51,70
AA,11298,13930,6,8
AA,11298,13930,18,1
AA,11298,13930,0,0
AA,11298,13930,-3,-10
AA,11298,13930,4,-7
AA,11298,13930,4,-11
AA,11298,13930,0,-1
AA,11298,13930,60,41
AA,11298,13930,24,2
AA,11298,13930,93,86
AA,11298,13930,33,16
AA,11298,13930,2,-13
AA,11298,13930,59,47
AA,11298,13930,67,67
AA,11298,13930,13,8
AA,11298,13930,65,52
AA,11298,13930,162,140
AA,11298,13930,72,66
AA,11298,13930,27,18
AA,11298,13930,121,121
AA,11298,13930,-5,-4
AA,11298,13930,6,3
AA,11298,13930,1,4
AA,11298,13930,0,0
AA,11298,13930,39,79
AA,11298,13930,5,13
AA,11298,12892,-4,-29
AA,11298,12892,-5,-24
AA,11298,12892,-4,-24
AA,11298,12892,0,-10
AA,11298,12892,-4,19
AA,11298,12892,2,1
AA,11298,12892,60,69
AA,11298,12892,-8,1
AA,11298,12892,0,-12
AA,11298,12892,0,-7
AA,11298,12892,-1,-25
AA,11298,12892,0,-30
AA,11298,12892,30,-7
AA,11298,12892,-2,-37
AA,11298,12892,4,-17
AA,11298,12892,-2,-12
AA,11298,12892,-2,3
AA,11298,12892,-4,-17
AA,11298,12892,0,-3
AA,11298,12892,1,6
AA,11298,12892,5,-6
AA,11298,12892,6,-6
AA,11298,12892,50,33
AA,11298,12892,4,-11
AA,11298,12892,28,2
AA,11298,12892,158,172
AA,11298,12892,58,49
AA,11298,12892,0,0
AA,11298,12892,-3,1
AA,11298,12892,-1,-18
AA,10423,13930,-4,-14
AA,10423,13930,5,-13
AA,10423,13930,204,197
AA,10423,13930,-8,-9
AA,10423,13930,-6,-5
AA,10423,13930,-3,-13
AA,10423,13930,-2,-11
AA,10423,13930,23,8
AA,10423,13930,78,92
AA,10423,13930,-5,-22
AA,10423,13930,-5,-7
AA,10423,13930,-4,-21
AA,10423,13930,-2,-21
AA,10423,13930,-7,1
AA,10423,13930,-3,-16
AA,10423,13930,3,-7
AA,10423,13930,48,36
AA,10423,13930,35,38
AA,10423,13930,154,164
AA,10423,13930,15,8
AA,10423,13930,142,131
AA,10423,13930,-4,-23
AA,10423,13930,15,20
AA,10423,13930,-7,-13
AA,10423,13930,-6,-31
AA,10423,13930,0,0
AA,10423,13930,229,227
AA,11298,10721,1,14
AA,11298,10721,2,-3
AA,11298,10721,1,-4
AA,11298,10721,-1,-5
AA,11298,10721,-1,-5
AA,11298,10721,4,17
AA,11298,10721,-5,-6
AA,11298,10721,-1,-9
AA,11298,10721,8,0
AA,11298,10721,48,18
AA,11298,10721,11,-15
AA,11298,10721,22,-12
AA,11298,10721,8,3
AA,11298,10721,20,13
AA,11298,10721,5,3
AA,11298,10721,6,2
AA,11298,10721,-1,-11
AA,11298,10721,17,11
AA,11298,10721,4,18
AA,11298,10721,4,1
AA,11298,10721,222,257
AA,11298,10721,2,-25
AA,11298,10721,19,7
AA,11298,10721,27,9
AA,11298,10721,2,-8
AA,11298,10721,0,0
AA,11298,10721,-3,-24
AA,11298,10721,4,-15
AA,11298,10721,25,15
AA,11298,10721,0,11
AA,12892,11298,-2,20
AA,12892,11298,2,11
AA,12892,11298,4,-3
AA,12892,11298,1,8
AA,12892,11298,1,-11
AA,12892,11298,0,-3
AA,12892,11298,-6,-4
AA,12892,11298,0,3
AA,12892,11298,-5,19
AA,12892,11298,0,9
AA,12892,11298,-1,13
AA,12892,11298,20,38
AA,12892,11298,-3,16
AA,12892,11298,-3,13
AA,12892,11298,-4,10
AA,12892,11298,-6,22
AA,12892,11298,-2,3
AA,12892,11298,1,8
AA,12892,11298,-5,-5
AA,12892,11298,-3,-6
AA,12892,11298,0,9
AA,12892,11298,-3,-8
AA,12892,11298,13,26
AA,12892,11298,0,6
AA,12892,11298,-2,2
AA,12892,11298,-6,-14
AA,12892,11298,-2,-17
AA,12892,11298,-7,-1
AA,12892,11298,-4,11
AA,12892,11298,23,33
AA,12892,11298,-3,-1
AA,11298,13303,14,53
AA,11298,13303,10,55
AA,11298,13303,-2,-4
AA,11298,13303,1,-20
AA,11298,13303,-2,-16
AA,11298,13303,0,-22
AA,11298,13303,-1,-13
AA,11298,13303,0,-12
AA,11298,13303,5,3
AA,11298,13303,20,24
AA,11298,13303,3,-9
AA,11298,13303,6,5
AA,11298,13303,9,-14
AA,11298,13303,0,-12
AA,11298,13303,1,-13
AA,11298,13303,24,22
AA,11298,13303,5,-10
AA,11298,13303,0,-17
AA,11298,13303,5,-8
AA,11298,13303,-4,1
AA,11298,13303,25,1
AA,11298,13303,12,13
AA,11298,13303,23,14
AA,11298,13303,80,68
AA,11298,13303,45,31
AA,11298,13303,-4,-7
AA,11298,13303,-2,-7
AA,11298,13303,-5,-16
AA,11298,13303,0,-5
AA,11298,13303,6,5
AA,11298,13303,11,2
AA,12892,11298,-1,25
AA,12892,11298,2,9
AA,12892,11298,-3,-10
AA,12892,11298,-7,-11
AA,12892,11298,-3,-11
AA,12892,11298,-1,-8
AA,12892,11298,-3,-1
AA,12892,11298,-5,-1
AA,12892,11298,-2,13
AA,12892,11298,7,14
AA,12892,11298,-5,2
AA,12892,11298,-6,11
AA,12892,11298,-6,17
AA,12892,11298,-4,9
AA,12892,11298,1,12
AA,12892,11298,3,19
AA,12892,11298,-1,4
AA,12892,11298,-2,-8
AA,12892,11298,4,0
AA,12892,11298,-2,-6
AA,12892,11298,-6,26
AA,12892,11298,-5,-3
AA,12892,11298,-2,-5
AA,12892,11298,60,50
AA,12892,11298,-1,11
AA,12892,11298,-2,-10
AA,12892,11298,0,-3
AA,12892,11298,-4,-6
AA,12892,11298,-3,-4
AA,12892,11298,0,9
AA,11298,12892,-2,-22
AA,11298,12892,2,6
AA,11298,12892,-6,-5
AA,11298,12892,-2,9
AA,11298,12892,-3,18
AA,11298,12892,-1,-5
AA,11298,12892,-3,-7
AA,11298,12892,-3,-7
AA,11298,12892,-3,10
AA,11298,12892,0,-13
AA,11298,12892,0,-18
AA,11298,12892,-1,-23
AA,11298,12892,1,-27
AA,11298,12892,-3,-25
AA,11298,12892,-4,-21
AA,11298,12892,-4,-4
AA,11298,12892,0,-8
AA,11298,12892,4,-3
AA,11298,12892,-2,-7
AA,11298,12892,5,3
AA,11298,12892,39,43
AA,11298,12892,0,-3
AA,11298,12892,5,-6
AA,11298,12892,0,-14
AA,11298,12892,1,-6
AA,11298,12892,0,-6
AA,11298,12892,6,-4
AA,11298,12892,0,-3
AA,11298,12892,0,-14
AA,11298,12892,1,6
AA,11298,12892,2,-3
AA,11298,12892,-3,-28
AA,11298,12892,24,20
AA,11298,12892,-2,-5
AA,11298,12892,1,12
AA,11298,12892,0,-1
AA,11298,12892,-3,-1
AA,11298,12892,12,6
AA,11298,12892,-1,-13
AA,11298,12892,5,-10
AA,11298,12892,0,-19
AA,11298,12892,-1,-19
AA,11298,12892,10,-23
AA,11298,12892,-1,-33
AA,11298,12892,20,2
AA,11298,12892,-3,-14
AA,11298,12892,15,1
AA,11298,12892,3,-6
AA,11298,12892,9,-5
AA,11298,12892,2,-3
AA,11298,12892,-1,-14
AA,11298,12892,17,2
AA,11298,12892,0,-20
AA,11298,12892,-1,-23
AA,11298,12892,11,-15
AA,11298,12892,1,-17
AA,11298,12892,1,-10
AA,11298,12892,3,-21
AA,11298,12892,2,-14
AA,11298,12892,4,-9
AA,11298,12892,-3,-20
AA,12892,11298,-3,-4
AA,12892,11298,39,30
AA,12892,11298,-4,-5
AA,12892,11298,-5,-23
AA,12892,11298,-4,-22
AA,12892,11298,-7,-23
AA,12892,11298,-4,-13
AA,12892,11298,-4,-12
AA,12892,11298,-3,-10
AA,12892,11298,15,3
AA,12892,11298,-2,-8
AA,12892,11298,-3,9
AA,12892,11298,22,18
AA,12892,11298,-6,-4
AA,12892,11298,5,-6
AA,12892,11298,-1,-9
AA,12892,11298,-2,-10
AA,12892,11298,-1,-7
AA,12892,11298,-3,-22
AA,12892,11298,-5,-24
AA,12892,11298,-6,18
AA,12892,11298,5,-8
AA,12892,11298,-3,-9
AA,12892,11298,-5,-17
AA,12892,11298,-3,-6
AA,12892,11298,-6,-25
AA,12892,11298,-6,-23
AA,12892,11298,8,-4
AA,12892,11298,-3,-15
AA,12892,11298,-5,-24
AA,12892,11298,9,0
AA,11298,12892,24,21
AA,11298,12892,-3,-10
AA,11298,12892,4,-4
AA,11298,12892,3,10
AA,11298,12892,-6,-14
AA,11298,12892,8,8
AA,11298,12892,-3,-12
AA,11298,12892,0,0
AA,11298,12892,2,-10
AA,11298,12892,17,0
AA,11298,12892,0,-27
AA,11298,12892,-1,-40
AA,11298,12892,3,-21
AA,11298,12892,18,-7
AA,11298,12892,7,2
AA,11298,12892,7,-12
AA,11298,12892,-2,-13
AA,11298,12892,82,73
AA,11298,12892,18,8
AA,11298,12892,10,71
AA,11298,12892,107,92
AA,11298,12892,23,4
AA,11298,12892,11,-10
AA,11298,12892,527,519
AA,11298,12892,9,0
AA,11298,12892,21,2
AA,11298,12892,0,-30
AA,11298,12892,36,22
AA,11298,12892,0,-12
AA,11298,12892,6,-11
AA,12892,11298,-2,-4
AA,12892,11298,-5,-8
AA,12892,11298,-2,-20
AA,12892,11298,-8,-26
AA,12892,11298,0,-23
AA,12892,11298,-6,-26
AA,12892,11298,1,-20
AA,12892,11298,-3,-27
AA,12892,11298,0,-8
AA,12892,11298,1,-3
AA,12892,11298,-5,-18
AA,12892,11298,-12,-6
AA,12892,11298,1,-8
AA,12892,11298,-5,-14
AA,12892,11298,-8,-16
AA,12892,11298,-2,11
AA,12892,11298,1,-13
AA,12892,11298,-1,-15
AA,12892,11298,0,-17
AA,12892,11298,-4,-12
AA,12892,11298,-1,-6
AA,12892,11298,-1,-11
AA,12892,11298,-3,-7
AA,12892,11298,-3,-22
AA,12892,11298,-10,-27
AA,12892,11298,-5,-14
AA,12892,11298,2,-2
AA,12892,11298,10,0
AA,12892,11298,4,5
AA,11298,12892,0,-16
AA,11298,12892,20,12
AA,11298,12892,3,-5
AA,11298,12892,-2,2
AA,11298,12892,-1,-6
AA,11298,12892,0,8
AA,11298,12892,3,-1
AA,11298,12892,13,10
AA,11298,12892,13,-3
AA,11298,12892,16,-1
AA,11298,12892,3,-15
AA,11298,12892,8,-22
AA,11298,12892,3,-16
AA,11298,12892,22,1
AA,11298,12892,9,-4
AA,11298,12892,22,17
AA,11298,12892,0,-4
AA,11298,12892,44,29
AA,11298,12892,10,-3
AA,11298,12892,-3,-7
AA,11298,12892,12,110
AA,11298,12892,24,13
AA,11298,12892,7,-3
AA,11298,12892,0,-10
AA,11298,12892,11,-2
AA,11298,12892,76,67
AA,11298,12892,2,-5
AA,11298,12892,8,4
AA,11298,12892,4,-6
AA,11298,12892,10,0
AA,11298,12892,4,-7
AA,13303,11298,-3,-7
AA,13303,11298,-7,-3
AA,13303,11298,18,9
AA,13303,11298,-6,-10
AA,13303,11298,-5,-16
AA,13303,11298,-5,-9
AA,13303,11298,-2,1
AA,13303,11298,-3,7
AA,13303,11298,-2,6
AA,13303,11298,0,-12
AA,13303,11298,0,-16
AA,13303,11298,3,-2
AA,13303,11298,-3,-8
AA,13303,11298,-6,-11
AA,13303,11298,-4,22
AA,13303,11298,-6,-1
AA,13303,11298,-3,-15
AA,13303,11298,-6,5
AA,13303,11298,-3,-11
AA,13303,11298,0,-4
AA,13303,11298,-2,-7
AA,13303,11298,-3,0
AA,13303,11298,-1,-3
AA,13303,11298,-5,-10
AA,13303,11298,-2,1
AA,13303,11298,-6,-19
AA,13303,11298,-6,-20
AA,13303,11298,-4,-9
AA,13303,11298,-5,-12
AA,12892,11298,11,11
AA,12892,11298,6,0
AA,12892,11298,-1,-18
AA,12892,11298,-1,-16
AA,12892,11298,1,-21
AA,12892,11298,-2,-9
AA,12892,11298,-3,-15
AA,12892,11298,-4,-24
AA,12892,11298,12,9
AA,12892,11298,11,31
AA,12892,11298,-7,17
AA,12892,11298,-2,4
AA,12892,11298,-1,11
AA,12892,11298,-1,-5
AA,12892,11298,0,3
AA,12892,11298,6,-4
AA,12892,11298,-4,-6
AA,12892,11298,3,-18
AA,12892,11298,9,-2
AA,12892,11298,17,13
AA,12892,11298,56,44
AA,12892,11298,10,23
AA,12892,11298,2,-4
AA,12892,11298,-2,-5
AA,12892,11298,-5,-26
AA,12892,11298,-2,-16
AA,12892,11298,-5,-11
AA,12892,11298,0,-3
AA,12892,11298,-2,-9
AA,12892,11298,41,25
AA,12892,11298,12,11
AA,12892,11298,-1,0
AA,12892,11298,-1,-15
AA,12892,11298,10,-2
AA,12892,11298,-6,-14
AA,12892,11298,11,0
AA,12892,11298,-4,-14
AA,12892,11298,-2,-17
AA,12892,11298,0,3
AA,12892,11298,-6,8
AA,12892,11298,-1,-7
AA,12892,11298,-6,2
AA,12892,11298,7,10
AA,12892,11298,-1,8
AA,12892,11298,-1,0
AA,12892,11298,-3,-12
AA,12892,11298,0,-6
AA,12892,11298,-4,-7
AA,12892,11298,-2,-8
AA,12892,11298,-1,-8
AA,12892,11298,0,0
AA,12892,11298,-2,6
AA,12892,11298,-3,0
AA,12892,11298,-3,-8
AA,12892,11298,-4,1
AA,12892,11298,5,-5
AA,12892,11298,-4,-10
AA,12892,11298,44,60
AA,12892,11298,-4,-13
AA,12892,11298,-8,-8
AA,12892,11298,-7,-7
AA,11278,11298,0,2
AA,11278,11298,-7,-22
AA,11278,11298,2,0
